UF,Nome_UF,uf_code,Municipio,Nome_Mesorregiao,Nome_Municipio,lat,lon
26,Pernambuco,PE,10509,Agreste Pernambucano,Passira,-7.9788839418,-35.5816849952
26,Pernambuco,PE,10806,Agreste Pernambucano,Pedra,-8.4984765,-36.9427981489
26,Pernambuco,PE,11002,São Francisco Pernambucano,Petrolândia,-8.9773434644,-38.2207335453
26,Pernambuco,PE,11101,São Francisco Pernambucano,Petrolina,-9.397375515,-40.4999993347
26,Pernambuco,PE,11200,Agreste Pernambucano,Poção,-8.1862270089,-36.7058798977
26,Pernambuco,PE,11309,Mata Pernambucana,Pombos,-8.14435986,-35.3961953582
26,Pernambuco,PE,11408,Mata Pernambucana,Primavera,-8.3313760861,-35.3539433949
26,Pernambuco,PE,11507,Mata Pernambucana,Quipapá,-8.8278850221,-36.01198953
26,Pernambuco,PE,11533,Sertão Pernambucano,Quixaba,-7.7181264101,-37.8464456195
26,Pernambuco,PE,11606,Metropolitana de Recife,Recife,-8.0627624831,-34.8889419446
26,Pernambuco,PE,11705,Agreste Pernambucano,Riacho das Almas,-8.1270327806,-35.8608749475
26,Pernambuco,PE,11804,Mata Pernambucana,Ribeirão,-8.51111604,-35.3761308237
26,Pernambuco,PE,11903,Mata Pernambucana,Rio Formoso,-8.6621710853,-35.1554328172
26,Pernambuco,PE,12000,Agreste Pernambucano,Sairé,-8.3276135393,-35.7102477663
26,Pernambuco,PE,12109,Agreste Pernambucano,Salgadinho,-7.9394837414,-35.6380612405
26,Pernambuco,PE,12208,Sertão Pernambucano,Salgueiro,-8.0706775221,-39.1208509811
26,Pernambuco,PE,12307,Agreste Pernambucano,Saloá,-8.9759954809,-36.6927291742
26,Pernambuco,PE,12406,Agreste Pernambucano,Sanharó,-8.3629619689,-36.5625071954
26,Pernambuco,PE,12455,Sertão Pernambucano,Santa Cruz,-8.2379611184,-40.3376876556
26,Pernambuco,PE,12471,Sertão Pernambucano,Santa Cruz da Baixa Verde,-7.8214696823,-38.1531381818
26,Pernambuco,PE,12505,Agreste Pernambucano,Santa Cruz do Capibaribe,-7.9551895,-36.2039500171
26,Pernambuco,PE,12554,Sertão Pernambucano,Santa Filomena,-8.1605111673,-40.615775185
26,Pernambuco,PE,12604,São Francisco Pernambucano,Santa Maria da Boa Vista,-8.8041265,-39.8242357255
26,Pernambuco,PE,12703,Agreste Pernambucano,Santa Maria do Cambucá,-7.8318134262,-35.885243339
26,Pernambuco,PE,12802,Sertão Pernambucano,Santa Terezinha,-7.3703557393,-37.4800327233
26,Pernambuco,PE,12901,Mata Pernambucana,São Benedito do Sul,-8.8104382342,-35.9311226194
26,Pernambuco,PE,13008,Agreste Pernambucano,São Bento do Una,-8.5198675206,-36.4462983616
26,Pernambuco,PE,13107,Agreste Pernambucano,São Caitano,-8.3273605,-36.1373597958
26,Pernambuco,PE,13305,Agreste Pernambucano,São Joaquim do Monte,-8.4321515,-35.8094911721
26,Pernambuco,PE,13404,Mata Pernambucana,São José da Coroa Grande,-8.8941951307,-35.1457070847
26,Pernambuco,PE,13503,Sertão Pernambucano,São José do Belmonte,-7.8617400547,-38.75945378
26,Pernambuco,PE,13602,Sertão Pernambucano,São José do Egito,-7.4740251833,-37.2750721852
26,Pernambuco,PE,13701,Metropolitana de Recife,São Lourenço da Mata,-7.995938,-35.0412775393
26,Pernambuco,PE,13800,Agreste Pernambucano,São Vicente Férrer,-7.5922127326,-35.4901218809
26,Pernambuco,PE,14006,Sertão Pernambucano,Serrita,-7.9543403981,-39.2926231744
26,Pernambuco,PE,14204,Mata Pernambucana,Sirinhaém,-8.5933695,-35.1164053547
26,Pernambuco,PE,14402,Sertão Pernambucano,Solidão,-7.6021256842,-37.647470237
26,Pernambuco,PE,14709,Agreste Pernambucano,Tacaimbó,-8.3156107248,-36.2904043048
26,Pernambuco,PE,14808,São Francisco Pernambucano,Tacaratu,-9.1056996443,-38.1534611597
26,Pernambuco,PE,14857,Mata Pernambucana,Tamandaré,-8.7046892785,-35.0906465455
26,Pernambuco,PE,15003,Agreste Pernambucano,Taquaritinga do Norte,-7.9021598258,-36.0433376713
26,Pernambuco,PE,15102,Agreste Pernambucano,Terezinha,-9.0577780595,-36.6214759482
26,Pernambuco,PE,15201,São Francisco Pernambucano,Terra Nova,-8.2303579786,-39.3744218379
26,Pernambuco,PE,15300,Mata Pernambucana,Timbaúba,-7.511745674,-35.318772121
26,Pernambuco,PE,15409,Agreste Pernambucano,Toritama,-8.0066502709,-36.056843493
26,Pernambuco,PE,15607,Sertão Pernambucano,Trindade,-7.7617946257,-40.2655906093
26,Pernambuco,PE,15706,Sertão Pernambucano,Triunfo,-7.8308763588,-38.1070603447
26,Pernambuco,PE,15904,Sertão Pernambucano,Tuparetama,-7.5987594648,-37.3111818113
26,Pernambuco,PE,16100,Sertão Pernambucano,Verdejante,-7.9328837046,-38.9742826043
26,Pernambuco,PE,16183,Agreste Pernambucano,Vertente do Lério,-7.7748194553,-35.8530027397
26,Pernambuco,PE,16209,Agreste Pernambucano,Vertentes,-7.9057426035,-35.989305931
26,Pernambuco,PE,16308,Mata Pernambucana,Vicência,-7.6529595,-35.3203006893
26,Pernambuco,PE,16407,Mata Pernambucana,Vitória de Santo Antão,-8.118748,-35.2938642411
26,Pernambuco,PE,16506,Mata Pernambucana,Xexéu,-8.8033134055,-35.6242353158
27,Alagoas,AL,00102,Sertão Alagoano,Água Branca,-9.2670254971,-37.940715176
27,Alagoas,AL,00201,Leste Alagoano,Anadia,-9.6840837851,-36.3008135714
27,Alagoas,AL,00409,Leste Alagoano,Atalaia,-9.5013867465,-36.0214273163
27,Alagoas,AL,00508,Leste Alagoano,Barra de Santo Antônio,-9.4092781094,-35.5002980958
27,Alagoas,AL,00607,Leste Alagoano,Barra de São Miguel,-9.8389982517,-35.9074498726
27,Alagoas,AL,00706,Sertão Alagoano,Batalha,-9.674593028,-37.1270918945
27,Alagoas,AL,00904,Sertão Alagoano,Belo Monte,-9.8269888548,-37.2784386582
27,Alagoas,AL,01001,Leste Alagoano,Boca da Mata,-9.6451445673,-36.2117249001
27,Alagoas,AL,01100,Leste Alagoano,Branquinha,-9.2465831083,-36.0200335332
27,Alagoas,AL,01209,Agreste Alagoano,Cacimbinhas,-9.4051627511,-36.996869626
27,Alagoas,AL,01308,Leste Alagoano,Cajueiro,-9.3896605751,-36.1563785914
27,Alagoas,AL,01407,Leste Alagoano,Campo Alegre,-9.783416039,-36.3524347522
27,Alagoas,AL,01506,Agreste Alagoano,Campo Grande,-9.9569226033,-36.7908400521
27,Alagoas,AL,01605,Sertão Alagoano,Canapi,-9.1173802976,-37.6056471506
27,Alagoas,AL,01704,Leste Alagoano,Capela,-9.4129315555,-36.0750084924
27,Alagoas,AL,01902,Leste Alagoano,Chã Preta,-9.2614224594,-36.2993814519
27,Alagoas,AL,02009,Agreste Alagoano,Coité do Nóia,-9.6384872708,-36.5796842002
27,Alagoas,AL,02207,Leste Alagoano,Coqueiro Seco,-9.637554271,-35.7953630017
27,Alagoas,AL,02306,Leste Alagoano,Coruripe,-10.1265472504,-36.1760783105
27,Alagoas,AL,02355,Agreste Alagoano,Craíbas,-9.6199337974,-36.7723914019
27,Alagoas,AL,02405,Sertão Alagoano,Delmiro Gouveia,-9.3845744469,-37.9992334862
27,Alagoas,AL,02504,Sertão Alagoano,Dois Riachos,-9.3856708115,-37.0898496479
27,Alagoas,AL,02553,Agreste Alagoano,Estrela de Alagoas,-9.3874053066,-36.758333111
27,Alagoas,AL,02603,Agreste Alagoano,Feira Grande,-9.9004371989,-36.6776855005
27,Alagoas,AL,02702,Leste Alagoano,Feliz Deserto,-10.2923806199,-36.3071875177
27,Alagoas,AL,02801,Leste Alagoano,Flexeiras,-9.27323546,-35.7243716386
27,Alagoas,AL,02900,Agreste Alagoano,Girau do Ponciano,-9.8873641522,-36.830313903
27,Alagoas,AL,03106,Agreste Alagoano,Igaci,-9.5336886595,-36.6281597165
27,Alagoas,AL,03205,Leste Alagoano,Igreja Nova,-10.1292988372,-36.6533450125
27,Alagoas,AL,03304,Sertão Alagoano,Inhapi,-9.2238987733,-37.752636521
27,Alagoas,AL,03403,Sertão Alagoano,Jacaré dos Homens,-9.6366588283,-37.207833409
27,Alagoas,AL,03502,Leste Alagoano,Jacuípe,-8.8403005076,-35.4609975081
27,Alagoas,AL,03700,Sertão Alagoano,Jaramataia,-9.6583519388,-37.0035959132
27,Alagoas,AL,03759,Leste Alagoano,Jequiá da Praia,-10.0095918936,-36.027334043
27,Alagoas,AL,03908,Leste Alagoano,Jundiá,-8.9388767542,-35.5555972975
27,Alagoas,AL,04104,Agreste Alagoano,Lagoa da Canoa,-9.8308756565,-36.73578926
27,Alagoas,AL,04302,Leste Alagoano,Maceió,-9.6608221516,-35.7016299135
27,Alagoas,AL,04401,Sertão Alagoano,Major Isidoro,-9.5266440679,-36.9847996142
27,Alagoas,AL,04906,Agreste Alagoano,Mar Vermelho,-9.4477726435,-36.385040024
27,Alagoas,AL,04500,Leste Alagoano,Maragogi,-9.0154564858,-35.2230154091
27,Alagoas,AL,04609,Sertão Alagoano,Maravilha,-9.2339970634,-37.356635422
27,Alagoas,AL,04708,Leste Alagoano,Marechal Deodoro,-9.7391557024,-35.8930686988
27,Alagoas,AL,04807,Agreste Alagoano,Maribondo,-9.577249956,-36.3066028985
27,Alagoas,AL,05002,Sertão Alagoano,Mata Grande,-9.1148062576,-37.7252240649
27,Alagoas,AL,05200,Leste Alagoano,Messias,-9.3918122251,-35.8403783005
27,Alagoas,AL,05408,Sertão Alagoano,Monteirópolis,-9.6023275389,-37.2452720989
27,Alagoas,AL,05507,Leste Alagoano,Murici,-9.3163011443,-35.9475555857
27,Alagoas,AL,05804,Sertão Alagoano,Olho d'Água do Casado,-9.5014462653,-37.8362428165
27,Alagoas,AL,05903,Agreste Alagoano,Olho d'Água Grande,-10.05849496,-36.8067459677
27,Alagoas,AL,06109,Sertão Alagoano,Ouro Branco,-9.163415364,-37.354443729
27,Alagoas,AL,06208,Sertão Alagoano,Palestina,-9.6730971856,-37.3311364505
27,Alagoas,AL,06307,Agreste Alagoano,Palmeira dos Índios,-9.4061587984,-36.6309840973
27,Alagoas,AL,06406,Sertão Alagoano,Pão de Açúcar,-9.7470418503,-37.4351388566
27,Alagoas,AL,06422,Sertão Alagoano,Pariconha,-9.2578843852,-38.0098260716
27,Alagoas,AL,06448,Leste Alagoano,Paripueira,-9.4663134783,-35.5591051843
27,Alagoas,AL,06505,Leste Alagoano,Passo de Camaragibe,-9.244846658,-35.4912752632
27,Alagoas,AL,06604,Agreste Alagoano,Paulo Jacinto,-9.3733643824,-36.3727420946
27,Alagoas,AL,06703,Leste Alagoano,Penedo,-10.2961102979,-36.5804602141
27,Alagoas,AL,06802,Leste Alagoano,Piaçabuçu,-10.4073624263,-36.4343520081
27,Alagoas,AL,06901,Leste Alagoano,Pilar,-9.6068942927,-35.94851752
27,Alagoas,AL,07107,Sertão Alagoano,Piranhas,-9.6235592003,-37.7503929131
27,Alagoas,AL,07206,Sertão Alagoano,Poço das Trincheiras,-9.3029136554,-37.2792980528
27,Alagoas,AL,07305,Leste Alagoano,Porto Calvo,-9.0524483141,-35.3983344556
27,Alagoas,AL,07404,Leste Alagoano,Porto de Pedras,-9.1560861631,-35.2970152177
27,Alagoas,AL,07503,Leste Alagoano,Porto Real do Colégio,-10.1737325642,-36.8246292915
27,Alagoas,AL,07602,Agreste Alagoano,Quebrangulo,-9.3235470554,-36.4772220767
27,Alagoas,AL,07701,Leste Alagoano,Rio Largo,-9.4861576083,-35.8524223086
27,Alagoas,AL,07800,Leste Alagoano,Roteiro,-9.8321894902,-35.9812102214
27,Alagoas,AL,07909,Leste Alagoano,Santa Luzia do Norte,-9.5967677417,-35.8234877699
27,Alagoas,AL,08006,Sertão Alagoano,Santana do Ipanema,-9.3722843627,-37.2454070204
27,Alagoas,AL,08105,Leste Alagoano,Santana do Mundaú,-9.1650332208,-36.225234117
27,Alagoas,AL,08204,Agreste Alagoano,São Brás,-10.1203099966,-36.8989486552
27,Alagoas,AL,08303,Leste Alagoano,São José da Laje,-9.0110658819,-36.0573877321
27,Alagoas,AL,08402,Sertão Alagoano,São José da Tapera,-9.5493957404,-37.3837077657
27,Alagoas,AL,08501,Leste Alagoano,São Luís do Quitunde,-9.3141173692,-35.5654908366
27,Alagoas,AL,08600,Leste Alagoano,São Miguel dos Campos,-9.7799345761,-36.0942642744
27,Alagoas,AL,08709,Leste Alagoano,São Miguel dos Milagres,-9.267186295,-35.3691193336
27,Alagoas,AL,08808,Agreste Alagoano,São Sebastião,-9.9316573889,-36.551091902
27,Alagoas,AL,08907,Leste Alagoano,Satuba,-9.5694278678,-35.8285402271
27,Alagoas,AL,09004,Agreste Alagoano,Tanque d'Arca,-9.5319624423,-36.4367415959
27,Alagoas,AL,09103,Agreste Alagoano,Taquarana,-9.6423201054,-36.496767692
27,Alagoas,AL,09152,Leste Alagoano,Teotônio Vilela,-9.907497883,-36.3555631422
27,Alagoas,AL,09202,Agreste Alagoano,Traipu,-9.971059382,-37.0060056722
27,Alagoas,AL,09301,Leste Alagoano,União dos Palmares,-9.1595241165,-36.0331428428
27,Alagoas,AL,09400,Leste Alagoano,Viçosa,-9.3770543545,-36.2483932029
28,Sergipe,SE,00100,Leste Sergipano,Amparo do São Francisco,-10.1339710339,-36.9274836892
28,Sergipe,SE,00209,Agreste Sergipano,Aquidabã,-10.2925180922,-37.0221808561
28,Sergipe,SE,00407,Leste Sergipano,Arauá,-11.2645047799,-37.6123374341
28,Sergipe,SE,00506,Agreste Sergipano,Areia Branca,-10.7581922508,-37.3133626004
28,Sergipe,SE,00605,Leste Sergipano,Barra dos Coqueiros,-10.9067992471,-37.0412415493
28,Sergipe,SE,00670,Leste Sergipano,Boquim,-11.1463916304,-37.623573478
28,Sergipe,SE,00704,Leste Sergipano,Brejo Grande,-10.4189433106,-36.471820244
28,Sergipe,SE,01009,Agreste Sergipano,Campo do Brito,-10.7433351539,-37.4963563345
28,Sergipe,SE,01108,Leste Sergipano,Canhoba,-10.1387436557,-36.9738449754
28,Sergipe,SE,01207,Sertão Sergipano,Canindé de São Francisco,-9.6541040673,-37.7879637221
28,Sergipe,SE,01306,Leste Sergipano,Capela,-10.5060996319,-37.0548329946
28,Sergipe,SE,01405,Sertão Sergipano,Carira,-10.3580170969,-37.7019192069
28,Sergipe,SE,01504,Leste Sergipano,Carmópolis,-10.646818584,-36.9908161852
28,Sergipe,SE,01603,Leste Sergipano,Cedro de São João,-10.2477649415,-36.8840359529
28,Sergipe,SE,01702,Leste Sergipano,Cristinápolis,-11.4735577971,-37.7546596351
28,Sergipe,SE,02007,Leste Sergipano,Divina Pastora,-10.6773757002,-37.1493449602
28,Sergipe,SE,02106,Leste Sergipano,Estância,-11.2679486493,-37.4400108537
28,Sergipe,SE,02304,Sertão Sergipano,Frei Paulo,-10.5400847469,-37.5418762487
28,Sergipe,SE,02403,Sertão Sergipano,Gararu,-9.9673514679,-37.0843724853
28,Sergipe,SE,02502,Leste Sergipano,General Maynard,-10.6865298124,-36.9879844295
28,Sergipe,SE,02601,Sertão Sergipano,Gracho Cardoso,-10.2261996604,-37.1960546323
28,Sergipe,SE,02700,Leste Sergipano,Ilha das Flores,-10.4342758299,-36.5386352409
28,Sergipe,SE,02809,Leste Sergipano,Indiaroba,-11.5185072682,-37.5150947929
28,Sergipe,SE,02908,Agreste Sergipano,Itabaiana,-10.6857160383,-37.4268609403
28,Sergipe,SE,03005,Leste Sergipano,Itabaianinha,-11.2767854369,-37.7874111399
28,Sergipe,SE,03104,Sertão Sergipano,Itabi,-10.1234895922,-37.0996499528
28,Sergipe,SE,03203,Leste Sergipano,Itaporanga d'Ajuda,-10.9967327673,-37.3078269331
28,Sergipe,SE,03302,Leste Sergipano,Japaratuba,-10.5894668148,-36.9417863038
28,Sergipe,SE,03401,Leste Sergipano,Japoatã,-10.3465099142,-36.8007564644
28,Sergipe,SE,03500,Agreste Sergipano,Lagarto,-10.9153009699,-37.6663534097
28,Sergipe,SE,03609,Leste Sergipano,Laranjeiras,-10.797029509,-37.1605681987
28,Sergipe,SE,03708,Agreste Sergipano,Macambira,-10.6641499738,-37.5434453913
28,Sergipe,SE,03807,Agreste Sergipano,Malhada dos Bois,-10.3464515201,-36.918902204
28,Sergipe,SE,04003,Leste Sergipano,Maruim,-10.7369324036,-37.0833143406
28,Sergipe,SE,04102,Agreste Sergipano,Moita Bonita,-10.5790438595,-37.3457494007
28,Sergipe,SE,04300,Agreste Sergipano,Muribeca,-10.4274274735,-36.9570014376
28,Sergipe,SE,04409,Leste Sergipano,Neópolis,-10.3158782273,-36.5767181794
28,Sergipe,SE,04458,Sertão Sergipano,Nossa Senhora Aparecida,-10.3946514574,-37.454438546
28,Sergipe,SE,04607,Agreste Sergipano,Nossa Senhora das Dores,-10.4920543731,-37.1937112099
28,Sergipe,SE,04706,Leste Sergipano,Nossa Senhora de Lourdes,-10.0786160367,-37.0504728834
28,Sergipe,SE,04805,Leste Sergipano,Nossa Senhora do Socorro,-10.8487541757,-37.12849613
28,Sergipe,SE,04904,Leste Sergipano,Pacatuba,-10.4498997629,-36.6479863948
28,Sergipe,SE,05000,Sertão Sergipano,Pedra Mole,-10.6181191604,-37.686027213
28,Sergipe,SE,05208,Sertão Sergipano,Pinhão,-10.5666899532,-37.7221107205
28,Sergipe,SE,05307,Leste Sergipano,Pirambu,-10.7410561555,-36.8597462117
28,Sergipe,SE,05406,Sertão Sergipano,Poço Redondo,-9.8057902083,-37.6842137118
28,Sergipe,SE,05505,Agreste Sergipano,Poço Verde,-10.7075986489,-38.1766582213
28,Sergipe,SE,05604,Sertão Sergipano,Porto da Folha,-9.9192588724,-37.2766348495
28,Sergipe,SE,05703,Leste Sergipano,Propriá,-10.2082073153,-36.8420993591
28,Sergipe,SE,05802,Agreste Sergipano,Riachão do Dantas,-11.0664022904,-37.729341225
28,Sergipe,SE,05901,Leste Sergipano,Riachuelo,-10.7316512985,-37.1934568326
28,Sergipe,SE,06008,Sertão Sergipano,Ribeirópolis,-10.5451904693,-37.4329390299
28,Sergipe,SE,06107,Leste Sergipano,Rosário do Catete,-10.694589979,-37.0313228649
28,Sergipe,SE,06206,Leste Sergipano,Salgado,-11.0221187749,-37.4777553589
28,Sergipe,SE,06305,Leste Sergipano,Santa Luzia do Itanhy,-11.3533173973,-37.4498421802
28,Sergipe,SE,06503,Leste Sergipano,Santa Rosa de Lima,-10.6462336647,-37.1977318456
28,Sergipe,SE,06404,Leste Sergipano,Santana do São Francisco,-10.2876719724,-36.599579348
28,Sergipe,SE,06800,Agreste Sergipano,São Domingos,-10.7923257834,-37.5684292045
28,Sergipe,SE,06909,Leste Sergipano,São Francisco,-10.3464864527,-36.8862396609
28,Sergipe,SE,07006,Agreste Sergipano,São Miguel do Aleixo,-10.3877721948,-37.3839764494
28,Sergipe,SE,07105,Agreste Sergipano,Simão Dias,-10.7380617977,-37.8094305823
28,Sergipe,SE,07204,Leste Sergipano,Siriri,-10.6050355731,-37.1122253408
28,Sergipe,SE,07303,Leste Sergipano,Telha,-10.2091732237,-36.8838500416
28,Sergipe,SE,07402,Agreste Sergipano,Tobias Barreto,-11.1843298681,-37.9990006951
28,Sergipe,SE,07501,Leste Sergipano,Tomar do Geru,-11.3680522747,-37.8453707753
28,Sergipe,SE,07600,Leste Sergipano,Umbaúba,-11.3798724697,-37.6611466731
29,Bahia,BA,00108,Centro Sul Baiano,Abaíra,-13.2535318933,-41.6616084802
29,Bahia,BA,00207,Vale São-Franciscano da Bahia,Abaré,-8.7234182457,-39.1165879396
29,Bahia,BA,00306,Nordeste Baiano,Acajutiba,-11.66261283,-38.0182863706
29,Bahia,BA,00355,Nordeste Baiano,Adustina,-10.52957157,-38.1155058348
29,Bahia,BA,00405,Centro Norte Baiano,Água Fria,-11.8729309976,-38.768077795
29,Bahia,BA,00603,Centro Sul Baiano,Aiquara,-14.1272774886,-39.8857780091
29,Bahia,BA,00702,Nordeste Baiano,Alagoinhas,-12.1341825924,-38.4226157693
29,Bahia,BA,00801,Sul Baiano,Alcobaça,-17.5189333438,-39.1942143207
29,Bahia,BA,00900,Sul Baiano,Almadina,-14.7060477475,-39.6359031752
29,Bahia,BA,01007,Centro Sul Baiano,Amargosa,-13.0344513622,-39.5981225035
29,Bahia,BA,01155,Centro Norte Baiano,América Dourada,-11.4496458648,-41.4371632791
29,Bahia,BA,01205,Centro Sul Baiano,Anagé,-14.6113255925,-41.1271131685
29,Bahia,BA,01304,Centro Sul Baiano,Andaraí,-12.801350646,-41.324641804
29,Bahia,BA,01353,Centro Norte Baiano,Andorinha,-10.3442400415,-39.832335701
29,Bahia,BA,01502,Centro Norte Baiano,Anguera,-12.1495870701,-39.2484989183
29,Bahia,BA,01601,Nordeste Baiano,Antas,-10.4127021693,-38.3310416783
29,Bahia,BA,01700,Centro Norte Baiano,Antônio Cardoso,-12.4348389095,-39.1186615355
29,Bahia,BA,01809,Centro Norte Baiano,Antônio Gonçalves,-10.5757977913,-40.2756586986
29,Bahia,BA,01957,Centro Sul Baiano,Apuarema,-13.8532288488,-39.7421321165
29,Bahia,BA,02054,Nordeste Baiano,Araçás,-12.2151996675,-38.1982880172
29,Bahia,BA,02005,Centro Sul Baiano,Aracatu,-14.426630242,-41.4616853207
29,Bahia,BA,02203,Nordeste Baiano,Aramari,-12.0881829783,-38.5030663542
29,Bahia,BA,02252,Sul Baiano,Arataca,-15.2608729974,-39.4132815657
29,Bahia,BA,02302,Metropolitana de Salvador,Aratuípe,-13.080596541,-39.002910866
29,Bahia,BA,02500,Extremo Oeste Baiano,Baianópolis,-12.3041247008,-44.5360980467
29,Bahia,BA,02609,Centro Norte Baiano,Baixa Grande,-11.959357489,-40.1668609095
29,Bahia,BA,02658,Nordeste Baiano,Banzaê,-10.5740919358,-38.6118696306
29,Bahia,BA,02708,Vale São-Franciscano da Bahia,Barra,-11.0889548205,-43.1436385525
29,Bahia,BA,02807,Centro Sul Baiano,Barra da Estiva,-13.620204563,-41.3316958705
29,Bahia,BA,02906,Centro Sul Baiano,Barra do Choça,-14.8642730428,-40.5763729896
29,Bahia,BA,03003,Centro Norte Baiano,Barra do Mendes,-11.8088282813,-42.0591284157
29,Bahia,BA,03235,Centro Norte Baiano,Barro Alto,-11.761063923,-41.9120960648
29,Bahia,BA,03300,Sul Baiano,Barro Preto,-14.8097543871,-39.4733346714
29,Bahia,BA,03276,Nordeste Baiano,Barrocas,-11.5291128521,-39.0786688809
29,Bahia,BA,03409,Sul Baiano,Belmonte,-15.8613964918,-38.8803032386
29,Bahia,BA,03805,Centro Norte Baiano,Boa Vista do Tupim,-12.6613221925,-40.605742824
29,Bahia,BA,03904,Vale São-Franciscano da Bahia,Bom Jesus da Lapa,-13.2541143731,-43.4171416421
29,Bahia,BA,03953,Centro Sul Baiano,Bom Jesus da Serra,-14.3729222944,-40.5011763298
29,Bahia,BA,04001,Centro Sul Baiano,Boninal,-12.7151207923,-41.8243284848
29,Bahia,BA,04050,Centro Sul Baiano,Bonito,-11.9695725021,-41.2684027882
29,Bahia,BA,04209,Centro Sul Baiano,Botuporã,-13.3808662137,-42.529277559
29,Bahia,BA,04407,Extremo Oeste Baiano,Brejolândia,-12.4866933421,-43.9656645943
29,Bahia,BA,04506,Centro Sul Baiano,Brotas de Macaúbas,-12.0026355373,-42.6246912893
29,Bahia,BA,04605,Centro Sul Baiano,Brumado,-14.2054382407,-41.6670695037
29,Bahia,BA,04704,Sul Baiano,Buerarema,-14.9564408366,-39.3025196058
29,Bahia,BA,05008,Centro Sul Baiano,Caculé,-14.5042061971,-42.2214140996
29,Bahia,BA,05107,Centro Norte Baiano,Caém,-11.0930915175,-40.4373119407
29,Bahia,BA,05156,Centro Sul Baiano,Caetanos,-14.3385629674,-40.9092896392
29,Bahia,BA,05206,Centro Sul Baiano,Caetité,-14.0667543191,-42.4857114475
29,Bahia,BA,05305,Centro Norte Baiano,Cafarnaum,-11.6913562191,-41.4722215133
29,Bahia,BA,05503,Centro Norte Baiano,Caldeirão Grande,-11.0221557769,-40.3073703595
29,Bahia,BA,05602,Sul Baiano,Camacan,-15.4176268518,-39.4963673315
29,Bahia,BA,05701,Metropolitana de Salvador,Camaçari,-12.69881676,-38.3257400621
29,Bahia,BA,05800,Sul Baiano,Camamu,-13.9470763406,-39.1005697175
29,Bahia,BA,05909,Vale São-Franciscano da Bahia,Campo Alegre de Lourdes,-9.517154114,-43.0122984391
29,Bahia,BA,06006,Centro Norte Baiano,Campo Formoso,-10.5056615545,-40.3188209871
29,Bahia,BA,06105,Extremo Oeste Baiano,Canápolis,-13.0759114977,-44.2050289854
29,Bahia,BA,06204,Centro Norte Baiano,Canarana,-11.687583314,-41.765492232
29,Bahia,BA,06303,Sul Baiano,Canavieiras,-15.6797774765,-38.9473758746
29,Bahia,BA,06402,Nordeste Baiano,Candeal,-11.80497023,-39.1237184955
29,Bahia,BA,06501,Metropolitana de Salvador,Candeias,-12.6719227053,-38.5435962675
29,Bahia,BA,06600,Centro Sul Baiano,Candiba,-14.4131865031,-42.8644023352
29,Bahia,BA,06709,Centro Sul Baiano,Cândido Sales,-15.5060663508,-41.2411175946
29,Bahia,BA,06808,Nordeste Baiano,Cansanção,-10.6667499149,-39.4966050065
29,Bahia,BA,06824,Nordeste Baiano,Canudos,-9.8906729609,-39.0240712427
29,Bahia,BA,06857,Nordeste Baiano,Capela do Alto Alegre,-11.6700816433,-39.8353553091
29,Bahia,BA,06873,Centro Norte Baiano,Capim Grosso,-11.3815744576,-40.0110006117
29,Bahia,BA,06899,Centro Sul Baiano,Caraíbas,-14.7220694937,-41.2654313237
29,Bahia,BA,06907,Sul Baiano,Caravelas,-17.7333705275,-39.2533822214
29,Bahia,BA,07004,Nordeste Baiano,Cardeal da Silva,-11.9407674064,-37.945476583
29,Bahia,BA,07103,Vale São-Franciscano da Bahia,Carinhanha,-14.3020069036,-43.7617772009
29,Bahia,BA,07202,Vale São-Franciscano da Bahia,Casa Nova,-9.1785945741,-40.9757969269
29,Bahia,BA,07400,Extremo Oeste Baiano,Catolândia,-12.3160059385,-44.8597702834
29,Bahia,BA,07509,Metropolitana de Salvador,Catu,-12.3551865589,-38.3762943036
29,Bahia,BA,07558,Centro Sul Baiano,Caturama,-13.3282013504,-42.2964066437
29,Bahia,BA,07608,Centro Norte Baiano,Central,-11.1379885829,-42.1123489751
29,Bahia,BA,07707,Vale São-Franciscano da Bahia,Chorrochó,-8.975477804,-39.1023700774
29,Bahia,BA,07806,Nordeste Baiano,Cícero Dantas,-10.5921715319,-38.3834191279
29,Bahia,BA,08002,Sul Baiano,Coaraci,-14.6368142028,-39.5523042559
29,Bahia,BA,08101,Extremo Oeste Baiano,Cocos,-14.1710775452,-44.5456688581
29,Bahia,BA,08200,Centro Norte Baiano,Conceição da Feira,-12.5039919119,-38.9997807982
29,Bahia,BA,08309,Metropolitana de Salvador,Conceição do Almeida,-12.7780203224,-39.1709464494
29,Bahia,BA,08507,Centro Norte Baiano,Conceição do Jacuípe,-12.322946459,-38.7636737165
29,Bahia,BA,08606,Nordeste Baiano,Conde,-11.813431761,-37.6069779821
29,Bahia,BA,08705,Centro Sul Baiano,Condeúba,-14.8904103648,-41.9708095383
29,Bahia,BA,08804,Centro Sul Baiano,Contendas do Sincorá,-13.7554968279,-41.046318064
29,Bahia,BA,08903,Centro Norte Baiano,Coração de Maria,-12.2479210101,-38.7505165474
29,Bahia,BA,09109,Extremo Oeste Baiano,Coribe,-13.8278416058,-44.4530364349
29,Bahia,BA,09208,Nordeste Baiano,Coronel João Sá,-10.2793954002,-37.9329643376
